file,label
fake/file586.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1240.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file648.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file930.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1964.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1611.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1545.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file106.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file69.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1130.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1161.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2247.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1421.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file18.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file660.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2128.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file483.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2164.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2048.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file850.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file282.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1482.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1940.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file912.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1200.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file547.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file174.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1824.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1772.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1533.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file139.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file349.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1559.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file984.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2331.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2291.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2263.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1471.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1599.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file518.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file209.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1882.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file671.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1239.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1031.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1203.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1791.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1683.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file749.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file978.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file399.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1773.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1972.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file793.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file464.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1948.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2162.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1724.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1104.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2245.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1614.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1657.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file933.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file932.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file89.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file472.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1134.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file409.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file630.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1928.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1057.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file406.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1429.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file663.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file203.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1960.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1373.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file725.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file868.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2349.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1187.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file558.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2208.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file668.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file977.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file300.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1138.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1638.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1955.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file845.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1716.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file881.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1552.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file741.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1148.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1044.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file254.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file832.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1398.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1292.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1864.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file316.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file582.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file563.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file588.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file921.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1383.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file974.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2213.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1226.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file508.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2146.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1390.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1825.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file524.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2070.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1890.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file65.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file327.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1030.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1247.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file805.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file214.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file417.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1144.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file700.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file201.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1908.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2268.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2332.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1191.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1757.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file840.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1046.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2302.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file269.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file199.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1335.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1887.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file49.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1610.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file72.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1530.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1397.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2188.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1543.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1068.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1269.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file811.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1654.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file264.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file453.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file434.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1293.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1919.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file995.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file279.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2068.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2367.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1075.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2046.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1244.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1500.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file687.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file551.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1685.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file795.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file938.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file74.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1537.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file451.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1520.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file190.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1933.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1387.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file275.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file684.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1108.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file381.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file446.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2265.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1375.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file553.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file200.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1911.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file320.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file990.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1526.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1904.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file247.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file84.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1630.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1553.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1892.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file616.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file745.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2236.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1941.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file352.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2239.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file925.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2276.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1676.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file997.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2132.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file703.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2266.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file664.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2054.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file731.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file465.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2217.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1608.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1423.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1272.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file211.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2091.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1384.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file573.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1674.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1853.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file803.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2250.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1594.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2273.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2008.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file743.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file16.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1652.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file484.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file858.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1213.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1215.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1020.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1916.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2012.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file159.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file810.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1927.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1483.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file956.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1027.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1750.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file178.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file157.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file710.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2338.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file38.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1475.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1821.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file526.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file576.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1163.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1729.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file129.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file662.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1328.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file618.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1016.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2322.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2186.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file268.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1129.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file854.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file165.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2043.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1959.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file622.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file976.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file506.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1639.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file567.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1362.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1018.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1189.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file729.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2144.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1058.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1507.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file454.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1323.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file388.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1074.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1194.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1332.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file961.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file448.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file998.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1207.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1489.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1352.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1760.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1746.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file245.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file549.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1728.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1153.wav_16k.wav_norm.wav_mono.wav_silence,spoof
